,ID,Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min),Age_Group,Time_Group
31922,0xbca3 ,4.8,34,16:00-19:00,26,30-40,20-30
31923,0xbc6a ,4.6,36,16:00-19:00,30,30-40,30-40
31924,0xbe91 ,4.4,35,22:00-23:59,21,30-40,20-30
31925,0xd340 ,3.7,30,19:00-22:00,43,30-40,40-54
31926,0xce91 ,4.8,34,22:00-23:59,28,30-40,20-30
31927,0x8c04 ,4.9,20,07:00-10:00,13,20-30,10-20
31928,0x13ef ,4.6,29,16:00-19:00,33,20-30,30-40
31929,0x212d ,4.6,28,22:00-23:59,15,20-30,10-20
31931,0x76a9 ,4.7,25,13:00-16:00,21,20-30,20-30
31932,0x9b38 ,4.9,38,22:00-23:59,16,30-40,10-20
31933,0x6468 ,4.0,27,22:00-23:59,20,20-30,20-30
31934,0x4056 ,4.5,37,19:00-22:00,27,30-40,20-30
31935,0xbe2f ,4.9,30,22:00-23:59,28,30-40,20-30
31937,0x6c21 ,5.0,36,10:00-13:00,16,30-40,10-20
31938,0x5366 ,4.2,30,19:00-22:00,35,30-40,30-40
31939,0xcf1f ,5.0,38,13:00-16:00,30,30-40,30-40
31941,0xd74d ,4.8,38,07:00-10:00,17,30-40,10-20
31942,0x9e4a ,4.6,39,19:00-22:00,17,30-40,10-20
31943,0xdf7 ,4.6,22,22:00-23:59,23,20-30,20-30
31944,0x7ac1 ,4.3,35,19:00-22:00,36,30-40,30-40
31945,0x3c1d ,4.7,29,19:00-22:00,34,20-30,30-40
31946,0x4d61 ,4.6,27,22:00-23:59,10,20-30,10-20
31948,0x13b2 ,4.8,27,10:00-13:00,32,20-30,30-40
31949,0x361d ,3.5,35,22:00-23:59,33,30-40,30-40
31950,0x13d6 ,4.7,30,19:00-22:00,30,30-40,30-40
31951,0xbb8e ,4.9,39,16:00-19:00,22,30-40,20-30
31952,0x2232 ,4.0,33,22:00-23:59,43,30-40,40-54
31953,0xbb3e ,4.8,28,19:00-22:00,28,20-30,20-30
31954,0x82bb ,4.5,21,16:00-19:00,33,20-30,30-40
31955,0x6668 ,5.0,27,19:00-22:00,41,20-30,40-54
31956,0xa8de ,4.9,33,16:00-19:00,33,30-40,30-40
31957,0x8114 ,4.8,25,16:00-19:00,17,20-30,10-20
31958,0x7c2f ,4.5,33,22:00-23:59,36,30-40,30-40
31960,0x4ec2 ,5.0,23,22:00-23:59,21,20-30,20-30
31961,0x95e3 ,4.9,20,22:00-23:59,38,20-30,30-40
31962,0x572c ,4.1,36,19:00-22:00,36,30-40,30-40
31963,0x3b94 ,4.6,27,22:00-23:59,17,20-30,10-20
31964,0x8ba9 ,5.0,34,19:00-22:00,24,30-40,20-30
31965,0x52fd ,5.0,35,19:00-22:00,47,30-40,40-54
31966,0xa246 ,4.8,31,22:00-23:59,19,30-40,10-20
31967,0x29e6 ,3.8,38,22:00-23:59,42,30-40,40-54
31968,0xc553 ,4.7,32,16:00-19:00,30,30-40,30-40
31969,0x452d ,4.2,24,00:00-04:00,26,20-30,20-30
31970,0xc304 ,4.5,20,19:00-22:00,12,20-30,10-20
31971,0xc0b0 ,4.1,35,16:00-19:00,38,30-40,30-40
31972,0xad0a ,4.8,31,19:00-22:00,38,30-40,30-40
31973,0x5ce2 ,4.9,23,19:00-22:00,13,20-30,10-20
31974,0xb374 ,4.6,32,19:00-22:00,52,30-40,40-54
31975,0x78f ,4.8,36,22:00-23:59,19,30-40,10-20
31976,0x13be ,4.9,29,19:00-22:00,22,20-30,20-30
31978,0x9855 ,4.6,32,07:00-10:00,17,30-40,10-20
31979,0xa8c6 ,4.0,34,19:00-22:00,49,30-40,40-54
31980,0xb43a ,4.8,22,22:00-23:59,15,20-30,10-20
31981,0x55c3 ,4.8,39,22:00-23:59,19,30-40,10-20
31983,0xa106 ,4.7,30,22:00-23:59,24,30-40,20-30
31984,0x88dc ,4.6,24,10:00-13:00,15,20-30,10-20
31986,0xb412 ,4.5,23,19:00-22:00,29,20-30,20-30
31987,0x9736 ,4.3,33,19:00-22:00,45,30-40,40-54
31988,0xcb5 ,4.7,23,19:00-22:00,22,20-30,20-30
31989,0x5b62 ,4.8,31,19:00-22:00,46,30-40,40-54
31990,0xda54 ,4.6,31,16:00-19:00,47,30-40,40-54
31991,0xc64f ,4.4,35,10:00-13:00,33,30-40,30-40
31992,0x5f3e ,4.6,38,13:00-16:00,28,30-40,20-30
31993,0x455b ,5.0,36,19:00-22:00,31,30-40,30-40
31994,0x9302 ,4.8,29,22:00-23:59,10,20-30,10-20
31995,0xac54 ,4.7,34,10:00-13:00,41,30-40,40-54
31996,0xa2ec ,4.7,30,07:00-10:00,22,30-40,20-30
31997,0x8649 ,4.7,26,22:00-23:59,20,20-30,20-30
31998,0x9613 ,4.4,26,07:00-10:00,15,20-30,10-20
31999,0xd908 ,4.7,32,16:00-19:00,22,30-40,20-30
32000,0x791d ,4.9,20,22:00-23:59,10,20-30,10-20
32001,0x3343 ,4.8,28,16:00-19:00,19,20-30,10-20
32002,0xadd ,4.7,24,22:00-23:59,28,20-30,20-30
32003,0x6690 ,4.8,29,10:00-13:00,13,20-30,10-20
32004,0x41f6 ,4.1,31,19:00-22:00,36,30-40,30-40
32005,0x9b07 ,4.6,28,19:00-22:00,38,20-30,30-40
32006,0x5215 ,3.7,21,19:00-22:00,45,20-30,40-54
32007,0x3aae ,4.1,30,19:00-22:00,35,30-40,30-40
32008,0x4d24 ,4.7,24,19:00-22:00,23,20-30,20-30
32009,0x1fd4 ,4.1,31,16:00-19:00,34,30-40,30-40
32010,0xb938 ,5.0,21,19:00-22:00,11,20-30,10-20
32011,0xad73 ,4.7,22,19:00-22:00,28,20-30,20-30
32012,0x36ad ,5.0,32,16:00-19:00,29,30-40,20-30
32013,0x556b ,3.9,33,16:00-19:00,33,30-40,30-40
32014,0x52b5 ,4.6,26,16:00-19:00,20,20-30,20-30
32015,0xd1e2 ,5.0,33,16:00-19:00,32,30-40,30-40
32016,0x19b5 ,4.9,39,16:00-19:00,22,30-40,20-30
32017,0x2e7c ,4.9,35,13:00-16:00,35,30-40,30-40
32018,0x17ac ,4.4,25,19:00-22:00,37,20-30,30-40
32019,0xbea2 ,4.9,31,22:00-23:59,26,30-40,20-30
32021,0x2354 ,4.7,32,19:00-22:00,40,30-40,40-54
32022,0x467e ,4.9,22,22:00-23:59,27,20-30,20-30
32023,0x24aa ,4.1,38,16:00-19:00,44,30-40,40-54
32024,0x4bba ,4.8,29,16:00-19:00,30,20-30,30-40
32025,0x3d0d ,5.0,24,19:00-22:00,34,20-30,30-40
32026,0xdadc ,4.2,33,19:00-22:00,45,30-40,40-54
32027,0x748b ,4.1,26,10:00-13:00,28,20-30,20-30
32028,0x6f94 ,4.7,35,16:00-19:00,33,30-40,30-40
32029,0xa847 ,4.7,23,19:00-22:00,24,20-30,20-30
32030,0xec0 ,4.9,27,19:00-22:00,32,20-30,30-40
32031,0xb94b ,3.8,36,19:00-22:00,32,30-40,30-40
32032,0xcdd3 ,4.5,37,16:00-19:00,23,30-40,20-30
32033,0xae66 ,4.7,34,16:00-19:00,26,30-40,20-30
32035,0x55e0 ,4.1,32,16:00-19:00,32,30-40,30-40
32037,0x398b ,4.7,39,19:00-22:00,26,30-40,20-30
32038,0x19ad ,4.4,28,19:00-22:00,31,20-30,30-40
32039,0x1bdf ,4.6,33,19:00-22:00,44,30-40,40-54
32040,0x787d ,4.8,24,13:00-16:00,23,20-30,20-30
32041,0x5533 ,4.6,35,16:00-19:00,26,30-40,20-30
32042,0x2d21 ,5.0,21,22:00-23:59,10,20-30,10-20
32043,0x1867 ,4.7,32,10:00-13:00,18,30-40,10-20
32044,0x5689 ,4.2,34,13:00-16:00,36,30-40,30-40
32045,0x1375 ,4.6,39,16:00-19:00,28,30-40,20-30
32046,0x2b95 ,4.8,31,10:00-13:00,18,30-40,10-20
32047,0x6279 ,5.0,22,19:00-22:00,25,20-30,20-30
32048,0x7b4c ,4.7,26,10:00-13:00,23,20-30,20-30
32049,0x2f35 ,4.8,20,19:00-22:00,20,20-30,20-30
32050,0x4e55 ,4.6,38,22:00-23:59,28,30-40,20-30
32051,0x6f7c ,4.4,35,19:00-22:00,39,30-40,30-40
32053,0xb74e ,4.6,29,19:00-22:00,24,20-30,20-30
32054,0xc64 ,4.5,37,10:00-13:00,27,30-40,20-30
32055,0x813b ,4.8,25,22:00-23:59,19,20-30,10-20
32056,0x8083 ,4.6,20,10:00-13:00,24,20-30,20-30
32057,0x31a5 ,4.8,24,16:00-19:00,20,20-30,20-30
32058,0xd025 ,4.7,34,13:00-16:00,16,30-40,10-20
32059,0xda9b ,4.8,30,19:00-22:00,22,30-40,20-30
32060,0xa5f6 ,4.9,27,22:00-23:59,13,20-30,10-20
32061,0x2104 ,4.7,28,19:00-22:00,18,20-30,10-20
32062,0xc0a9 ,4.7,30,10:00-13:00,28,30-40,20-30
32063,0x1835 ,2.5,20,22:00-23:59,31,20-30,30-40
32064,0x6a86 ,4.3,32,19:00-22:00,33,30-40,30-40
32065,0x4969 ,5.0,24,22:00-23:59,23,20-30,20-30
32066,0x3782 ,4.7,36,19:00-22:00,27,30-40,20-30
32067,0xb17f ,5.0,22,22:00-23:59,16,20-30,10-20
32068,0xafb7 ,4.1,32,19:00-22:00,36,30-40,30-40
32069,0xc28b ,4.8,34,19:00-22:00,41,30-40,40-54
32071,0xdde2 ,4.8,23,16:00-19:00,20,20-30,20-30
32072,0x7528 ,4.9,29,19:00-22:00,16,20-30,10-20
32074,0x200e ,4.6,32,07:00-10:00,22,30-40,20-30
32075,0x56fb ,4.4,21,10:00-13:00,33,20-30,30-40
32076,0x5a97 ,4.9,27,22:00-23:59,13,20-30,10-20
32077,0x12c9 ,4.9,28,07:00-10:00,23,20-30,20-30
32078,0xade0 ,4.4,39,16:00-19:00,34,30-40,30-40
32079,0x9cb4 ,4.7,28,10:00-13:00,18,20-30,10-20
32080,0xab47 ,4.6,32,16:00-19:00,32,30-40,30-40
32081,0x65f1 ,5.0,37,19:00-22:00,37,30-40,30-40
32082,0xb4b0 ,4.3,23,19:00-22:00,31,20-30,30-40
32084,0x198f ,4.5,22,22:00-23:59,25,20-30,20-30
32086,0xb240 ,4.9,21,16:00-19:00,27,20-30,20-30
32087,0xc087 ,4.3,32,16:00-19:00,37,30-40,30-40
32088,0xac89 ,4.6,31,22:00-23:59,26,30-40,20-30
32089,0x7537 ,4.5,39,22:00-23:59,26,30-40,20-30
32090,0xa569 ,4.9,39,07:00-10:00,18,30-40,10-20
32091,0xd146 ,4.9,35,19:00-22:00,23,30-40,20-30
32092,0x7902 ,5.0,38,22:00-23:59,21,30-40,20-30
32093,0x55bb ,4.9,31,16:00-19:00,18,30-40,10-20
32094,0xc962 ,4.5,23,16:00-19:00,21,20-30,20-30
32095,0xca2c ,5.0,20,19:00-22:00,25,20-30,20-30
32096,0x82b7 ,4.4,36,10:00-13:00,31,30-40,30-40
32097,0x48dd ,3.6,39,19:00-22:00,31,30-40,30-40
32098,0x758c ,4.6,30,16:00-19:00,18,30-40,10-20
32099,0xa611 ,4.6,31,16:00-19:00,30,30-40,30-40
32100,0x8950 ,4.0,30,10:00-13:00,36,30-40,30-40
32101,0xa10b ,4.9,33,07:00-10:00,24,30-40,20-30
32102,0xc9e4 ,5.0,27,10:00-13:00,15,20-30,10-20
32103,0xa734 ,4.7,32,22:00-23:59,41,30-40,40-54
32104,0xb70f ,4.5,21,16:00-19:00,18,20-30,10-20
32105,0x8511 ,4.0,35,07:00-10:00,34,30-40,30-40
32106,0x25a3 ,4.8,25,22:00-23:59,21,20-30,20-30
32107,0x16f1 ,4.6,24,13:00-16:00,14,20-30,10-20
32108,0xde8f ,4.2,27,19:00-22:00,32,20-30,30-40
32109,0x9303 ,4.7,29,22:00-23:59,16,20-30,10-20
32110,0x3a3b ,4.5,21,19:00-22:00,29,20-30,20-30
32111,0xc05 ,4.8,30,22:00-23:59,23,30-40,20-30
32112,0x1498 ,4.9,34,22:00-23:59,22,30-40,20-30
32113,0x1687 ,4.9,24,19:00-22:00,26,20-30,20-30
32114,0x3e9d ,4.7,33,22:00-23:59,30,30-40,30-40
32116,0x3b69 ,4.7,30,16:00-19:00,19,30-40,10-20
32117,0x7677 ,4.5,20,07:00-10:00,17,20-30,10-20
32118,0x6318 ,5.0,35,22:00-23:59,25,30-40,20-30
32119,0xfa9 ,4.9,20,16:00-19:00,26,20-30,20-30
32122,0x4f02 ,3.7,38,16:00-19:00,36,30-40,30-40
32124,0x5d94 ,4.9,38,16:00-19:00,31,30-40,30-40
32125,0xc4aa ,4.7,30,07:00-10:00,28,30-40,20-30
32126,0x43f3 ,4.7,26,16:00-19:00,25,20-30,20-30
32127,0xa0aa ,4.5,37,07:00-10:00,18,30-40,10-20
32128,0x9dd4 ,4.4,30,19:00-22:00,40,30-40,40-54
32129,0x2132 ,4.9,29,22:00-23:59,12,20-30,10-20
32130,0xb892 ,5.0,29,16:00-19:00,10,20-30,10-20
32131,0xa719 ,4.8,38,16:00-19:00,19,30-40,10-20
32132,0xdd1d ,4.9,25,22:00-23:59,29,20-30,20-30
32134,0x9d81 ,3.9,31,16:00-19:00,31,30-40,30-40
32135,0xdfbb ,5.0,35,19:00-22:00,25,30-40,20-30
32136,0x2dfa ,4.7,35,19:00-22:00,37,30-40,30-40
32137,0xc2eb ,4.6,21,19:00-22:00,16,20-30,10-20
32138,0x82ff ,3.9,30,19:00-22:00,35,30-40,30-40
32139,0x7a51 ,4.9,38,22:00-23:59,22,30-40,20-30
32140,0x5969 ,4.5,33,13:00-16:00,25,30-40,20-30
32141,0x5eae ,4.7,20,16:00-19:00,24,20-30,20-30
32143,0x73c3 ,4.9,36,19:00-22:00,27,30-40,20-30
32144,0x9616 ,5.0,35,19:00-22:00,36,30-40,30-40
32146,0x4dc1 ,4.5,31,16:00-19:00,40,30-40,40-54
32147,0x1fc7 ,4.8,23,19:00-22:00,13,20-30,10-20
32148,0x4943 ,4.7,34,19:00-22:00,24,30-40,20-30
32149,0xe1b8 ,4.8,35,16:00-19:00,44,30-40,40-54
32151,0x8e46 ,4.2,30,16:00-19:00,37,30-40,30-40
32152,0x6519 ,4.6,35,19:00-22:00,53,30-40,40-54
32153,0xb356 ,4.5,31,19:00-22:00,33,30-40,30-40
32154,0xb981 ,4.8,26,22:00-23:59,15,20-30,10-20
32155,0x6beb ,4.5,22,07:00-10:00,18,20-30,10-20
32156,0x875e ,4.1,38,16:00-19:00,39,30-40,30-40
32157,0x403b ,4.9,22,22:00-23:59,25,20-30,20-30
32158,0x9772 ,4.8,34,16:00-19:00,26,30-40,20-30
32159,0xd017 ,4.9,27,19:00-22:00,49,20-30,40-54
32160,0x803f ,4.0,37,22:00-23:59,33,30-40,30-40
32161,0x1052 ,4.8,30,19:00-22:00,50,30-40,40-54
32162,0xc786 ,4.9,39,22:00-23:59,17,30-40,10-20
32164,0x3d8e ,4.7,36,16:00-19:00,41,30-40,40-54
32165,0x6115 ,4.9,37,19:00-22:00,30,30-40,30-40
32166,0xa3f7 ,4.7,33,07:00-10:00,15,30-40,10-20
32167,0x4477 ,4.8,37,16:00-19:00,29,30-40,20-30
32168,0x6df ,4.6,29,19:00-22:00,27,20-30,20-30
32169,0x9b47 ,4.5,35,22:00-23:59,24,30-40,20-30
32170,0x82f8 ,4.8,28,00:00-04:00,17,20-30,10-20
32171,0x63bf ,4.8,26,16:00-19:00,21,20-30,20-30
32172,0x8d23 ,4.4,36,16:00-19:00,31,30-40,30-40
32173,0xc469 ,4.9,33,16:00-19:00,23,30-40,20-30
32175,0xe16d ,4.9,37,10:00-13:00,15,30-40,10-20
32176,0x5b29 ,4.8,36,16:00-19:00,25,30-40,20-30
32178,0x6a46 ,4.5,31,16:00-19:00,35,30-40,30-40
32180,0xb93a ,4.2,33,16:00-19:00,35,30-40,30-40
32181,0x8d86 ,4.7,31,07:00-10:00,18,30-40,10-20
32182,0x2b3c ,4.9,25,10:00-13:00,17,20-30,10-20
32183,0x2da0 ,4.8,37,22:00-23:59,22,30-40,20-30
32184,0x348a ,4.7,20,19:00-22:00,22,20-30,20-30
32185,0xadc5 ,4.7,36,19:00-22:00,40,30-40,40-54
32186,0xa5d1 ,4.9,28,16:00-19:00,26,20-30,20-30
32188,0x162b ,4.3,37,22:00-23:59,23,30-40,20-30
32189,0x2c6e ,4.8,22,19:00-22:00,19,20-30,10-20
32190,0x6066 ,3.1,20,22:00-23:59,43,20-30,40-54
32191,0xba46 ,4.8,26,19:00-22:00,47,20-30,40-54
32192,0x9e70 ,4.6,29,07:00-10:00,14,20-30,10-20
32193,0x7e34 ,4.7,29,07:00-10:00,15,20-30,10-20
32194,0x7b09 ,4.7,35,07:00-10:00,25,30-40,20-30
32195,0xb113 ,5.0,21,22:00-23:59,23,20-30,20-30
32196,0x6ba1 ,4.8,24,16:00-19:00,23,20-30,20-30
32197,0x84fd ,4.9,38,22:00-23:59,21,30-40,20-30
32198,0xccae ,4.7,35,22:00-23:59,21,30-40,20-30
32199,0xc232 ,4.2,31,07:00-10:00,20,30-40,20-30
32200,0x5e65 ,4.7,22,19:00-22:00,23,20-30,20-30
32201,0xad19 ,4.0,32,22:00-23:59,44,30-40,40-54
32202,0x677b ,4.5,27,22:00-23:59,24,20-30,20-30
32203,0x71ec ,4.7,27,19:00-22:00,23,20-30,20-30
32204,0xce24 ,4.9,25,22:00-23:59,12,20-30,10-20
32205,0x1019 ,4.9,30,16:00-19:00,42,30-40,40-54
32206,0xa56b ,4.8,20,07:00-10:00,16,20-30,10-20
32207,0x4907 ,4.6,34,19:00-22:00,34,30-40,30-40
32209,0xa47b ,4.8,34,16:00-19:00,26,30-40,20-30
32210,0x9136 ,4.6,27,16:00-19:00,14,20-30,10-20
32211,0x5cd6 ,4.6,22,19:00-22:00,41,20-30,40-54
32212,0x4ba5 ,5.0,25,19:00-22:00,18,20-30,10-20
32213,0xc05b ,4.8,27,13:00-16:00,18,20-30,10-20
32214,0x7e2d ,4.1,33,16:00-19:00,33,30-40,30-40
32215,0x3a0d ,4.2,25,19:00-22:00,31,20-30,30-40
32216,0xd5d5 ,4.5,20,10:00-13:00,14,20-30,10-20
32217,0x7fda ,4.6,27,10:00-13:00,27,20-30,20-30
32218,0xb730 ,4.9,38,22:00-23:59,19,30-40,10-20
32219,0x78b ,4.9,35,16:00-19:00,42,30-40,40-54
32220,0x7956 ,3.8,30,19:00-22:00,38,30-40,30-40
32222,0x8dfd ,4.5,23,13:00-16:00,26,20-30,20-30
32223,0x3b07 ,4.7,28,22:00-23:59,24,20-30,20-30
32224,0x450b ,4.5,27,13:00-16:00,27,20-30,20-30
32225,0xaeb2 ,4.9,27,19:00-22:00,16,20-30,10-20
32226,0x1cc4 ,5.0,39,16:00-19:00,30,30-40,30-40
32227,0x4b5d ,4.7,32,07:00-10:00,21,30-40,20-30
32228,0xa725 ,4.7,25,19:00-22:00,17,20-30,10-20
32229,0xac09 ,4.9,29,19:00-22:00,18,20-30,10-20
32230,0x55be ,4.7,30,10:00-13:00,34,30-40,30-40
32231,0xdf78 ,4.7,22,19:00-22:00,35,20-30,30-40
32232,0x4414 ,5.0,26,16:00-19:00,24,20-30,20-30
32233,0x534b ,5.0,22,19:00-22:00,24,20-30,20-30
32234,0xa79d ,4.6,34,19:00-22:00,46,30-40,40-54
32237,0xa6f7 ,4.4,37,07:00-10:00,29,30-40,20-30
32238,0x14c7 ,4.6,20,22:00-23:59,14,20-30,10-20
32239,0x8f7d ,3.8,31,22:00-23:59,31,30-40,30-40
32240,0x1369 ,4.6,25,19:00-22:00,23,20-30,20-30
32241,0x688b ,4.4,30,16:00-19:00,39,30-40,30-40
32242,0x1726 ,4.8,29,13:00-16:00,28,20-30,20-30
32243,0x172d ,4.9,27,22:00-23:59,18,20-30,10-20
32244,0x3d00 ,4.9,33,07:00-10:00,26,30-40,20-30
32245,0x3a7b ,4.5,35,16:00-19:00,30,30-40,30-40
32246,0xda90 ,4.5,34,22:00-23:59,20,30-40,20-30
32247,0x9860 ,4.8,23,10:00-13:00,25,20-30,20-30
32248,0x611e ,4.7,33,16:00-19:00,28,30-40,20-30
32249,0x5c8c ,5.0,30,07:00-10:00,18,30-40,10-20
32250,0xffc ,3.8,38,19:00-22:00,33,30-40,30-40
32251,0x5651 ,4.1,28,10:00-13:00,32,20-30,30-40
32252,0x35b4 ,4.8,28,10:00-13:00,28,20-30,20-30
32253,0x62fa ,4.7,33,22:00-23:59,22,30-40,20-30
32254,0xc902 ,4.6,27,19:00-22:00,18,20-30,10-20
32255,0x4196 ,4.7,32,16:00-19:00,26,30-40,20-30
32256,0xb4cb ,4.7,30,13:00-16:00,15,30-40,10-20
32257,0x1376 ,4.5,27,22:00-23:59,25,20-30,20-30
32258,0x7d19 ,4.9,26,22:00-23:59,14,20-30,10-20
32259,0x54aa ,4.8,26,16:00-19:00,27,20-30,20-30
32260,0x5f04 ,4.8,34,22:00-23:59,29,30-40,20-30
32261,0x8964 ,4.8,25,16:00-19:00,17,20-30,10-20
32262,0x9bd4 ,3.8,35,19:00-22:00,32,30-40,30-40
32264,0xc7b1 ,4.4,20,19:00-22:00,43,20-30,40-54
32265,0x5d77 ,4.7,38,13:00-16:00,26,30-40,20-30
32266,0x727e ,4.4,39,19:00-22:00,33,30-40,30-40
32268,0x7433 ,4.8,24,22:00-23:59,17,20-30,10-20
32269,0x47da ,4.5,39,07:00-10:00,20,30-40,20-30
32270,0x8096 ,4.6,23,22:00-23:59,19,20-30,10-20
32271,0x6b44 ,4.9,32,10:00-13:00,25,30-40,20-30
32272,0xd7b4 ,4.9,33,22:00-23:59,40,30-40,40-54
32273,0xf03 ,4.0,38,10:00-13:00,33,30-40,30-40
32274,0x96b7 ,4.0,24,07:00-10:00,20,20-30,20-30
32275,0xc441 ,4.5,27,22:00-23:59,11,20-30,10-20
32276,0x9b2c ,4.7,23,16:00-19:00,25,20-30,20-30
32277,0x65ef ,4.1,34,19:00-22:00,42,30-40,40-54
32278,0x4b0b ,4.6,31,13:00-16:00,27,30-40,20-30
32279,0x555f ,4.7,24,10:00-13:00,15,20-30,10-20
32280,0x712a ,4.5,28,07:00-10:00,17,20-30,10-20
32281,0xcbee ,4.8,32,07:00-10:00,23,30-40,20-30
32282,0xb826 ,4.5,28,19:00-22:00,12,20-30,10-20
32284,0x7212 ,4.7,32,19:00-22:00,35,30-40,30-40
32285,0x4474 ,4.6,32,13:00-16:00,30,30-40,30-40
32286,0x4bf3 ,4.5,31,07:00-10:00,20,30-40,20-30
32287,0xb763 ,4.1,25,19:00-22:00,34,20-30,30-40
32288,0x5fcf ,4.6,38,22:00-23:59,27,30-40,20-30
32289,0x5626 ,3.8,34,19:00-22:00,40,30-40,40-54
32290,0x3395 ,4.7,31,19:00-22:00,37,30-40,30-40
32291,0x63f9 ,4.3,29,07:00-10:00,27,20-30,20-30
32292,0x7ea6 ,4.5,22,22:00-23:59,19,20-30,10-20
32294,0x3c2f ,4.7,35,19:00-22:00,27,30-40,20-30
32295,0x83e6 ,4.6,33,16:00-19:00,24,30-40,20-30
32296,0x1636 ,4.4,39,19:00-22:00,39,30-40,30-40
32297,0x1722 ,3.9,26,10:00-13:00,47,20-30,40-54
32298,0xc1c1 ,4.8,21,07:00-10:00,15,20-30,10-20
32299,0x9e69 ,4.8,27,16:00-19:00,27,20-30,20-30
32300,0x1add ,4.6,37,19:00-22:00,31,30-40,30-40
32303,0xa934 ,5.0,21,10:00-13:00,25,20-30,20-30
32304,0x82a3 ,4.6,28,19:00-22:00,23,20-30,20-30
32305,0x4433 ,4.7,37,13:00-16:00,27,30-40,20-30
32306,0x8d11 ,4.6,28,16:00-19:00,20,20-30,20-30
32307,0x5d17 ,4.9,23,16:00-19:00,11,20-30,10-20
32308,0xa4d6 ,4.9,28,19:00-22:00,16,20-30,10-20
32309,0x6596 ,3.8,32,22:00-23:59,38,30-40,30-40
32310,0x15d2 ,4.6,31,07:00-10:00,27,30-40,20-30
32311,0x3953 ,4.8,38,22:00-23:59,29,30-40,20-30
32312,0xbced ,5.0,22,22:00-23:59,22,20-30,20-30
32313,0x5013 ,4.7,28,16:00-19:00,24,20-30,20-30
32314,0xe077 ,4.3,32,22:00-23:59,25,30-40,20-30
32315,0xcb61 ,5.0,20,16:00-19:00,29,20-30,20-30
32316,0x24a2 ,3.5,34,22:00-23:59,33,30-40,30-40
32317,0xd7a9 ,5.0,37,13:00-16:00,26,30-40,20-30
32318,0x64d8 ,4.8,33,10:00-13:00,34,30-40,30-40
32319,0x66f7 ,4.3,30,13:00-16:00,31,30-40,30-40
32320,0xd8b3 ,4.7,21,19:00-22:00,26,20-30,20-30
32321,0x9c1d ,4.5,22,19:00-22:00,22,20-30,20-30
32322,0x67b9 ,4.8,25,22:00-23:59,14,20-30,10-20
32323,0xb711 ,4.2,35,16:00-19:00,37,30-40,30-40
32325,0xbc60 ,4.8,22,16:00-19:00,32,20-30,30-40
32327,0x9ce9 ,4.2,30,22:00-23:59,34,30-40,30-40
32328,0x1a27 ,4.5,35,19:00-22:00,29,30-40,20-30
32329,0xf65 ,4.6,31,19:00-22:00,28,30-40,20-30
32330,0xcd03 ,4.4,34,16:00-19:00,34,30-40,30-40
32331,0x7dde ,4.9,32,10:00-13:00,30,30-40,30-40
32332,0xccc0 ,4.6,37,22:00-23:59,17,30-40,10-20
32333,0x5694 ,4.7,30,10:00-13:00,21,30-40,20-30
32334,0xa0bd ,5.0,22,19:00-22:00,32,20-30,30-40
32335,0x4854 ,4.9,25,07:00-10:00,20,20-30,20-30
32336,0x8b3e ,4.8,37,22:00-23:59,12,30-40,10-20
32337,0xd708 ,4.9,22,13:00-16:00,19,20-30,10-20
32338,0xb9f2 ,4.7,26,16:00-19:00,21,20-30,20-30
32339,0x99b2 ,4.8,27,16:00-19:00,16,20-30,10-20
32340,0x2c4a ,4.9,24,13:00-16:00,27,20-30,20-30
32341,0xaaf1 ,5.0,32,07:00-10:00,19,30-40,10-20
32343,0x6c17 ,4.0,29,19:00-22:00,31,20-30,30-40
32344,0x245b ,4.9,24,16:00-19:00,26,20-30,20-30
32345,0x314a ,4.6,28,19:00-22:00,22,20-30,20-30
32346,0x6935 ,4.5,26,07:00-10:00,20,20-30,20-30
32347,0x3a39 ,4.8,25,22:00-23:59,12,20-30,10-20
32349,0xd94f ,4.9,37,22:00-23:59,24,30-40,20-30
32351,0xb55e ,4.5,34,19:00-22:00,43,30-40,40-54
32352,0xcd6f ,5.0,24,16:00-19:00,22,20-30,20-30
32353,0xd72f ,4.7,28,19:00-22:00,31,20-30,30-40
32354,0xe0db ,4.1,36,10:00-13:00,24,30-40,20-30
32355,0x51d1 ,4.1,23,07:00-10:00,28,20-30,20-30
32356,0xcd50 ,4.9,21,19:00-22:00,31,20-30,30-40
32358,0x4b32 ,4.6,22,22:00-23:59,15,20-30,10-20
32359,0x5000 ,4.8,29,16:00-19:00,22,20-30,20-30
32360,0x75d6 ,4.5,35,22:00-23:59,22,30-40,20-30
32361,0x8d57 ,4.9,33,13:00-16:00,25,30-40,20-30
32362,0x60df ,4.9,38,10:00-13:00,19,30-40,10-20
32363,0x80d4 ,4.6,27,16:00-19:00,38,20-30,30-40
32364,0x8bc9 ,4.3,34,16:00-19:00,40,30-40,40-54
32365,0x8f83 ,4.5,25,13:00-16:00,22,20-30,20-30
32366,0x3405 ,4.2,25,10:00-13:00,35,20-30,30-40
32367,0xbabe ,4.1,30,10:00-13:00,32,30-40,30-40
32368,0xb8e7 ,4.6,38,10:00-13:00,25,30-40,20-30
32369,0x98f8 ,4.1,22,19:00-22:00,54,20-30,
32370,0x8f5b ,4.7,33,19:00-22:00,44,30-40,40-54
32372,0xd8d5 ,4.9,28,16:00-19:00,29,20-30,20-30
