Festival,Order_Date,Time_taken(min),time_periods,Road_traffic_density,Order_Date_period
No ,2022-03-06,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-12,40,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-16,27,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-04,44,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-04,30,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-12,34,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-18,45,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-03,28,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-15,33,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-06,24,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-02,32,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-18,32,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-16,23,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-01,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-16,32,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-25,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-04,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-14,44,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-03,23,13:00-16:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-20,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-04,10,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-05,18,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,36,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-26,28,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-28,18,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-04,25,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-13,23,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-18,20,19:00-22:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-04,28,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-06,39,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-01,24,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-21,27,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-02,19,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-24,24,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-20,20,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-17,16,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-14,22,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-04,13,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-30,18,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-11,28,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-08,31,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,33,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-29,23,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-04,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-21,16,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-27,36,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-16,41,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-18,20,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-03,16,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-05,22,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,33,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-17,13,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-03,23,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-04-06,34,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-01,18,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-04-02,32,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-29,37,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-20,31,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-18,25,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-02,27,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-12,37,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-20,26,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-04,26,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-05,18,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-02-11,23,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-02,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-17,18,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-12,21,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-14,25,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-19,31,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-18,31,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-05,18,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-09,30,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-01,36,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-13,24,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-15,15,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-02,41,22:00-23:59,Jam,2022-03-01 - 2022-03-10
No ,2022-03-10,18,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-03,34,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-27,21,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-01,14,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-02-12,32,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-04,16,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-19,29,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-06,23,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-27,22,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-16,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-08,30,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-06,19,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-13,17,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-18,25,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-25,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-25,36,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-03,31,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-11,28,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-01,25,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-03,18,07:00-10:00,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-06,40,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-13,12,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-24,10,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-05,19,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-14,29,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-06,31,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-13,25,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-16,37,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-13,16,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-10,35,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-07,22,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-01,25,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-04-03,24,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-03,27,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-20,36,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-16,40,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-20,13,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-19,24,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-16,44,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-25,37,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-02,53,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-18,33,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-18,15,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-03,18,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-10,39,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-08,25,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-03,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-18,49,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-28,33,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-12,50,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-11,17,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-31,41,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-16,30,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-21,15,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-28,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-02,27,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-26,24,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-25,17,00:00-04:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-06,21,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-25,31,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-18,23,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-13,15,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-13,25,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-14,35,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-18,35,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-05,18,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-03,17,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-27,22,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-15,22,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-02,40,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-06,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-11,23,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-10,19,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-20,43,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-27,47,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-05,14,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-09,15,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-05,25,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,23,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-17,23,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-13,21,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-16,21,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-02-15,20,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-16,23,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-14,44,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-10,24,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-03,23,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-13,12,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-14,42,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-21,16,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-26,34,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-31,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-17,14,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-29,41,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-25,18,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-11,18,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-12,33,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-09,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-17,14,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-11,27,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-24,19,22:00-23:59,Low,2022-03-20 - 2022-03-31
Yes ,2022-03-14,42,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-27,38,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-30,26,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-11,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,27,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-09,16,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-04,30,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-11,21,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-09,17,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-25,18,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-05,34,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-02-16,35,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-13,24,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-07,24,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-31,46,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-01,29,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-31,14,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-27,31,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-19,23,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-08,39,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-24,28,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-04-03,18,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-19,26,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-31,30,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-12,20,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-19,25,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-27,28,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-05,18,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-23,33,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-11,32,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-01,28,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-04-05,22,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-02-14,18,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-19,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-01,15,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-02,25,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,14,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-03,27,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-05,29,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-11,17,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-25,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
Yes ,2022-02-14,43,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-05,26,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-24,33,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-06,17,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-07,20,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,19,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-15,25,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-12,40,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-26,33,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-03,20,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-02-15,11,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-27,25,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-08,42,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,27,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-13,15,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-13,17,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-17,23,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-19,12,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-02,35,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-07,30,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-05,20,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-04,34,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-02,27,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-10,40,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-06,37,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-26,27,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-11,19,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-02,27,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-10,24,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-05,39,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-19,47,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-02-15,15,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-20,27,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-03,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-07,25,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-12,23,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-26,27,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-12,20,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-01,11,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-01,16,19:00-22:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-02,38,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-01,27,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-30,29,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-26,22,22:00-23:59,Jam,2022-03-20 - 2022-03-31
No ,2022-03-26,24,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-17,25,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-02-14,29,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-04,33,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-11,26,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-24,34,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-01,31,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-02-16,26,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-18,22,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-13,14,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-23,37,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-29,32,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-17,34,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-30,29,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-26,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-11,34,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-21,30,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-18,17,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,21,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-05,20,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-26,12,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-13,19,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-03,21,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-12,16,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-01,27,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-21,19,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-04,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-31,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-28,22,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-21,20,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-13,12,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-12,24,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-02,43,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-18,22,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-18,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-17,24,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-04-05,28,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-02-14,31,19:00-22:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-20,15,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-16,22,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-21,22,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-15,25,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-03-05,19,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-14,38,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-25,40,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-03,22,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-04-05,35,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-17,32,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-28,25,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-17,54,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-25,44,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-16,29,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-28,43,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-05,37,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-02-16,35,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-02,28,22:00-23:59,Jam,2022-04-01 - 2022-04-10
No ,2022-04-06,38,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-08,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-01,25,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-31,35,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-09,36,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-13,27,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-02,31,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-14,28,19:00-22:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-30,13,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-21,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-03,17,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-12,16,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-28,33,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-13,17,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-23,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-31,35,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-02,36,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-09,33,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-13,32,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-08,38,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-17,23,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-02-14,19,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-21,24,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-02,20,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-02,23,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-14,23,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-02,44,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-17,23,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-30,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-02,37,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-05,25,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-18,44,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-15,19,16:00-19:00,Medium,2022-03-10 - 2022-03-20
